Calendar Year,Payer,Delivery System,Grouper,Birth Characteristic, Number of Births 
2011,Medi-Cal,Managed Care,Diabetes Status,Unknown Diabetes Status,609
2011,Non-Medi-Cal,Other Coverage,Diabetes Status,Diabetes Diagnosis,2011
2011,Non-Medi-Cal,Other Coverage,Diabetes Status,No Diabetes Diagnosis,25459
2011,Non-Medi-Cal,Other Coverage,Diabetes Status,Unknown Diabetes Status,13885
2011,Non-Medi-Cal,Private Insurance,Diabetes Status,Diabetes Diagnosis,19785
2011,Non-Medi-Cal,Private Insurance,Diabetes Status,No Diabetes Diagnosis,176867
2011,Non-Medi-Cal,Private Insurance,Diabetes Status,Unknown Diabetes Status,7864
2011,Medi-Cal,Fee-for-Service,Hypertension Status,Hypertension Diagnosis,11159
2011,Medi-Cal,Fee-for-Service,Hypertension Status,No Hypertension Diagnosis,144534
2011,Medi-Cal,Fee-for-Service,Hypertension Status,Unknown Hypertension Status,1
2011,Medi-Cal,Managed Care,Hypertension Status,Hypertension Diagnosis,7368
2011,Medi-Cal,Managed Care,Hypertension Status,No Hypertension Diagnosis,86487
2011,Medi-Cal,Managed Care,Hypertension Status,Unknown Hypertension Status,609
2011,Non-Medi-Cal,Other Coverage,Hypertension Status,Hypertension Diagnosis,1877
2011,Non-Medi-Cal,Other Coverage,Hypertension Status,No Hypertension Diagnosis,25593
2011,Non-Medi-Cal,Other Coverage,Hypertension Status,Unknown Hypertension Status,13885
2011,Non-Medi-Cal,Private Insurance,Hypertension Status,Hypertension Diagnosis,15084
2011,Non-Medi-Cal,Private Insurance,Hypertension Status,No Hypertension Diagnosis,181568
2011,Non-Medi-Cal,Private Insurance,Hypertension Status,Unknown Hypertension Status,7864
2011,Medi-Cal,Fee-for-Service,Length of Gestation,Normal Gestation (>=37 Weeks),136244
2011,Medi-Cal,Fee-for-Service,Length of Gestation,Preterm Delivery (<37 Weeks),15093
2011,Medi-Cal,Fee-for-Service,Length of Gestation,Unknown Gestation,4357
2011,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),81182
2011,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),9848
2011,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,3434
2011,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),35914
2011,Non-Medi-Cal,Other Coverage,Length of Gestation,Preterm Delivery (<37 Weeks),4228
2011,Non-Medi-Cal,Other Coverage,Length of Gestation,Unknown Gestation,1213
2011,Non-Medi-Cal,Private Insurance,Length of Gestation,Normal Gestation (>=37 Weeks),182120
2011,Non-Medi-Cal,Private Insurance,Length of Gestation,Preterm Delivery (<37 Weeks),18411
2011,Non-Medi-Cal,Private Insurance,Length of Gestation,Unknown Gestation,3985
2011,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 17 and Younger,4842
2011,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 18-19,10914
2011,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 20-24,43462
2011,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 25-29,44402
2011,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 30-34,31514
2011,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 35 and Older,20560
2011,Medi-Cal,Fee-for-Service,Maternal Age Group,Invalid Age,0
2011,Medi-Cal,Managed Care,Maternal Age Group,Ages 17 and Younger,4473
2011,Medi-Cal,Managed Care,Maternal Age Group,Ages 18-19,10956
2011,Medi-Cal,Managed Care,Maternal Age Group,Ages 20-24,33313
2011,Medi-Cal,Managed Care,Maternal Age Group,Ages 25-29,23813
2011,Medi-Cal,Managed Care,Maternal Age Group,Ages 30-34,13817
2011,Medi-Cal,Managed Care,Maternal Age Group,Ages 35 and Older,8092
2011,Medi-Cal,Managed Care,Maternal Age Group,Invalid Age,0
2011,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 17 and Younger,1586
2011,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 18-19,2265
2011,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 20-24,9270
2011,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 25-29,11425
2011,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 30-34,9940
2011,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 35 and Older,6862
2011,Non-Medi-Cal,Other Coverage,Maternal Age Group,Invalid Age,7
2011,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 17 and Younger,1267
2011,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 18-19,2117
2011,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 20-24,16006
2011,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 25-29,53173
2011,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 30-34,75253
2011,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 35 and Older,56688
2011,Non-Medi-Cal,Private Insurance,Maternal Age Group,Invalid Age,12
2011,Medi-Cal,Fee-for-Service,Maternal Education Status,Bachelor's Degree or Higher,8698
2011,Medi-Cal,Fee-for-Service,Maternal Education Status,High School Graduate,46838
2011,Medi-Cal,Fee-for-Service,Maternal Education Status,Less Than High School,61664
2011,Medi-Cal,Fee-for-Service,Maternal Education Status,Some College or Associate's Degree,32205
2011,Medi-Cal,Fee-for-Service,Maternal Education Status,Unknown Education,6289
2011,Medi-Cal,Managed Care,Maternal Education Status,Bachelor's Degree or Higher,3053
2011,Medi-Cal,Managed Care,Maternal Education Status,High School Graduate,35589
2011,Medi-Cal,Managed Care,Maternal Education Status,Less Than High School,27176
2011,Medi-Cal,Managed Care,Maternal Education Status,Some College or Associate's Degree,25883
2011,Medi-Cal,Managed Care,Maternal Education Status,Unknown Education,2763
2011,Non-Medi-Cal,Other Coverage,Maternal Education Status,Bachelor's Degree or Higher,9138
2011,Non-Medi-Cal,Other Coverage,Maternal Education Status,High School Graduate,10825
2011,Non-Medi-Cal,Other Coverage,Maternal Education Status,Less Than High School,8678
2011,Non-Medi-Cal,Other Coverage,Maternal Education Status,Some College or Associate's Degree,10503
2011,Non-Medi-Cal,Other Coverage,Maternal Education Status,Unknown Education,2211
2011,Non-Medi-Cal,Private Insurance,Maternal Education Status,Bachelor's Degree or Higher,105562
2011,Non-Medi-Cal,Private Insurance,Maternal Education Status,High School Graduate,29996
2011,Non-Medi-Cal,Private Insurance,Maternal Education Status,Less Than High School,6822
2011,Non-Medi-Cal,Private Insurance,Maternal Education Status,Some College or Associate's Degree,54286
2011,Non-Medi-Cal,Private Insurance,Maternal Education Status,Unknown Education,7850
2011,Medi-Cal,Fee-for-Service,Maternal Nativity,Foreign-Born,94335
2011,Medi-Cal,Fee-for-Service,Maternal Nativity,U.S.-Born,61288
2011,Medi-Cal,Fee-for-Service,Maternal Nativity,Unknown Nativity,71
2011,Medi-Cal,Managed Care,Maternal Nativity,Foreign-Born,18193
2011,Medi-Cal,Managed Care,Maternal Nativity,U.S.-Born,76238
2011,Medi-Cal,Managed Care,Maternal Nativity,Unknown Nativity,33
2011,Non-Medi-Cal,Other Coverage,Maternal Nativity,Foreign-Born,18509
2011,Non-Medi-Cal,Other Coverage,Maternal Nativity,U.S.-Born,22797
2011,Non-Medi-Cal,Other Coverage,Maternal Nativity,Unknown Nativity,49
2011,Non-Medi-Cal,Private Insurance,Maternal Nativity,Foreign-Born,67030
2011,Non-Medi-Cal,Private Insurance,Maternal Nativity,U.S.-Born,137397
2011,Non-Medi-Cal,Private Insurance,Maternal Nativity,Unknown Nativity,89
2011,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,African-American,5927
2011,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,American Indian/Alaska Native,652
2011,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Asian,8339
2011,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,553
2011,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Hispanic,115368
2011,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Other/Unknown Race,1993
2011,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,Two or More Race Categories,2103
2011,Medi-Cal,Fee-for-Service,Maternal Race/Ethnicity,White,20759
2011,Medi-Cal,Managed Care,Maternal Race/Ethnicity,African-American,12442
2011,Medi-Cal,Managed Care,Maternal Race/Ethnicity,American Indian/Alaska Native,433
2011,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Asian,6210
2011,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,647
2011,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Hispanic,54929
2011,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Other/Unknown Race,1016
2011,Medi-Cal,Managed Care,Maternal Race/Ethnicity,Two or More Race Categories,2449
2011,Medi-Cal,Managed Care,Maternal Race/Ethnicity,White,16338
2011,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,African-American,2266
2011,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,American Indian/Alaska Native,189
2011,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Asian,6111
2011,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,254
2011,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Hispanic,19543
2011,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Other/Unknown Race,954
2011,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,Two or More Race Categories,860
2011,Non-Medi-Cal,Other Coverage,Maternal Race/Ethnicity,White,11178
2011,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,African-American,6158
2011,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,American Indian/Alaska Native,462
2011,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Asian,40903
2011,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,682
2011,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Hispanic,58271
2011,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Other/Unknown Race,5262
2011,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,Two or More Race Categories,4993
2011,Non-Medi-Cal,Private Insurance,Maternal Race/Ethnicity,White,87785
2011,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Primary,26095
2011,Medi-Cal,Fee-for-Service,Method of Delivery,Cesarean-Repeat,24717
2011,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal,103826
2011,Medi-Cal,Fee-for-Service,Method of Delivery,Vaginal After Previous Cesarean,1056
2011,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Primary,14809
2011,Medi-Cal,Managed Care,Method of Delivery,Cesarean-Repeat,15805
2011,Medi-Cal,Managed Care,Method of Delivery,Vaginal,63259
2011,Medi-Cal,Managed Care,Method of Delivery,Vaginal After Previous Cesarean,591
2011,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Primary,7674
2011,Non-Medi-Cal,Other Coverage,Method of Delivery,Cesarean-Repeat,6207
2011,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal,27230
2011,Non-Medi-Cal,Other Coverage,Method of Delivery,Vaginal After Previous Cesarean,244
2011,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Primary,42122
2011,Non-Medi-Cal,Private Insurance,Method of Delivery,Cesarean-Repeat,28525
2011,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal,131926
2011,Non-Medi-Cal,Private Insurance,Method of Delivery,Vaginal After Previous Cesarean,1943
2011,Medi-Cal,Fee-for-Service,Parity Status,First-Born,56358
2011,Medi-Cal,Fee-for-Service,Parity Status,One Previous Birth,43550
2011,Medi-Cal,Fee-for-Service,Parity Status,Two or More Previous Births,55713
2011,Medi-Cal,Fee-for-Service,Parity Status,Unknown Parity,73
2011,Medi-Cal,Managed Care,Parity Status,First-Born,30865
2011,Medi-Cal,Managed Care,Parity Status,One Previous Birth,28124
2011,Medi-Cal,Managed Care,Parity Status,Two or More Previous Births,35414
2011,Medi-Cal,Managed Care,Parity Status,Unknown Parity,61
2011,Non-Medi-Cal,Other Coverage,Parity Status,First-Born,16792
2011,Non-Medi-Cal,Other Coverage,Parity Status,One Previous Birth,12727
2011,Non-Medi-Cal,Other Coverage,Parity Status,Two or More Previous Births,11784
2011,Non-Medi-Cal,Other Coverage,Parity Status,Unknown Parity,52
2011,Non-Medi-Cal,Private Insurance,Parity Status,First-Born,88509
2011,Non-Medi-Cal,Private Insurance,Parity Status,One Previous Birth,72319
2011,Non-Medi-Cal,Private Insurance,Parity Status,Two or More Previous Births,43566
2011,Non-Medi-Cal,Private Insurance,Parity Status,Unknown Parity,122
2011,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,First Trimester Initiation,119796
2011,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,No Prenatal Care,810
2011,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Second Trimester Initiation,25767
2011,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Third Trimester Initiation,5964
2011,Medi-Cal,Fee-for-Service,Prenatal Care Initiation,Unknown Prenatal Care,3357
2011,Medi-Cal,Managed Care,Prenatal Care Initiation,First Trimester Initiation,69245
2011,Medi-Cal,Managed Care,Prenatal Care Initiation,No Prenatal Care,668
2011,Medi-Cal,Managed Care,Prenatal Care Initiation,Second Trimester Initiation,18011
2011,Medi-Cal,Managed Care,Prenatal Care Initiation,Third Trimester Initiation,3740
2011,Medi-Cal,Managed Care,Prenatal Care Initiation,Unknown Prenatal Care,2800
2011,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,First Trimester Initiation,31966
2011,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,No Prenatal Care,590
2011,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Second Trimester Initiation,5781
2011,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Third Trimester Initiation,1597
2011,Non-Medi-Cal,Other Coverage,Prenatal Care Initiation,Unknown Prenatal Care,1421
2011,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,First Trimester Initiation,185491
2011,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,No Prenatal Care,107
2011,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Second Trimester Initiation,14109
2011,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Third Trimester Initiation,1837
2011,Non-Medi-Cal,Private Insurance,Prenatal Care Initiation,Unknown Prenatal Care,2972
2011,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Normal Weight,62990
2011,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,77036
2011,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Underweight,5156
2011,Medi-Cal,Fee-for-Service,Pre-Pregnancy Weight,Unknown Weight,10512
2011,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Normal Weight,35795
2011,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,47841
2011,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Underweight,3526
2011,Medi-Cal,Managed Care,Pre-Pregnancy Weight,Unknown Weight,7302
2011,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Normal Weight,12442
2011,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,10537
2011,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Underweight,1225
2011,Non-Medi-Cal,Other Coverage,Pre-Pregnancy Weight,Unknown Weight,17151
2011,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Normal Weight,103645
2011,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,73076
2011,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Underweight,7281
2011,Non-Medi-Cal,Private Insurance,Pre-Pregnancy Weight,Unknown Weight,20514
2011,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Multiple Birth,3236
2011,Medi-Cal,Fee-for-Service,Single/Multiple Birth,Singleton Birth,152458
2011,Medi-Cal,Managed Care,Single/Multiple Birth,Multiple Birth,2413
2011,Medi-Cal,Managed Care,Single/Multiple Birth,Singleton Birth,92051
2011,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Multiple Birth,1282
2011,Non-Medi-Cal,Other Coverage,Single/Multiple Birth,Singleton Birth,40073
2011,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Multiple Birth,8998
2011,Non-Medi-Cal,Private Insurance,Single/Multiple Birth,Singleton Birth,195518
2011,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Non-Smoker,150147
2011,Medi-Cal,Fee-for-Service,Smoking Status,Maternal Smoker,4106
2011,Medi-Cal,Fee-for-Service,Smoking Status,Unknown Smoking Status,1441
2011,Medi-Cal,Managed Care,Smoking Status,Maternal Non-Smoker,88515
2011,Medi-Cal,Managed Care,Smoking Status,Maternal Smoker,4077
2011,Medi-Cal,Managed Care,Smoking Status,Unknown Smoking Status,1872
2011,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Non-Smoker,26624
2011,Non-Medi-Cal,Other Coverage,Smoking Status,Maternal Smoker,541
2011,Non-Medi-Cal,Other Coverage,Smoking Status,Unknown Smoking Status,14190
2011,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Non-Smoker,193980
2011,Non-Medi-Cal,Private Insurance,Smoking Status,Maternal Smoker,1385
2011,Non-Medi-Cal,Private Insurance,Smoking Status,Unknown Smoking Status,9151
2011,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Non-Substance User,153546
2011,Medi-Cal,Fee-for-Service,Substance Use Status,Maternal Substance User,2147
2011,Medi-Cal,Fee-for-Service,Substance Use Status,Unknown Substance Use Status,1
2011,Medi-Cal,Managed Care,Substance Use Status,Maternal Non-Substance User,91184
2011,Medi-Cal,Managed Care,Substance Use Status,Maternal Substance User,2671
2011,Medi-Cal,Managed Care,Substance Use Status,Unknown Substance Use Status,609
2011,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Non-Substance User,27022
2011,Non-Medi-Cal,Other Coverage,Substance Use Status,Maternal Substance User,448
2011,Non-Medi-Cal,Other Coverage,Substance Use Status,Unknown Substance Use Status,13885
2011,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Non-Substance User,195916
2011,Non-Medi-Cal,Private Insurance,Substance Use Status,Maternal Substance User,736
2011,Non-Medi-Cal,Private Insurance,Substance Use Status,Unknown Substance Use Status,7864
2011,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Birthweight >=1,500g",153986
2011,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,Unknown Birthweight,11
2011,Medi-Cal,Fee-for-Service,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1697
2011,Medi-Cal,Managed Care,Very Low Birthweight Status,"Birthweight >=1,500g",93412
2011,Medi-Cal,Managed Care,Very Low Birthweight Status,Unknown Birthweight,5
2011,Medi-Cal,Managed Care,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",1047
2011,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Birthweight >=1,500g",40754
2011,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,Unknown Birthweight,15
2011,Non-Medi-Cal,Other Coverage,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",586
2011,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Birthweight >=1,500g",202189
2011,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,Unknown Birthweight,31
2011,Non-Medi-Cal,Private Insurance,Very Low Birthweight Status,"Very Low Birthweight (<1,500g)",2296
2011,Medi-Cal,Fee-for-Service,Very Preterm Status,Gestation >=32 Weeks,149025
2011,Medi-Cal,Fee-for-Service,Very Preterm Status,Unknown Gestation,4357
2011,Medi-Cal,Fee-for-Service,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2312
2011,Medi-Cal,Managed Care,Very Preterm Status,Gestation >=32 Weeks,89540
2011,Medi-Cal,Managed Care,Very Preterm Status,Unknown Gestation,3434
2011,Medi-Cal,Managed Care,Very Preterm Status,Very Preterm Delivery (<32 Weeks),1490
2011,Non-Medi-Cal,Other Coverage,Very Preterm Status,Gestation >=32 Weeks,39404
2011,Non-Medi-Cal,Other Coverage,Very Preterm Status,Unknown Gestation,1213
2011,Non-Medi-Cal,Other Coverage,Very Preterm Status,Very Preterm Delivery (<32 Weeks),738
2011,Non-Medi-Cal,Private Insurance,Very Preterm Status,Gestation >=32 Weeks,197909
2011,Non-Medi-Cal,Private Insurance,Very Preterm Status,Unknown Gestation,3985
2011,Non-Medi-Cal,Private Insurance,Very Preterm Status,Very Preterm Delivery (<32 Weeks),2622
2012,Medi-Cal,Fee-for-Service,Birthweight Range,Low Birthweight,9010
2012,Medi-Cal,Fee-for-Service,Birthweight Range,Normal Birthweight,138864
2012,Medi-Cal,Fee-for-Service,Birthweight Range,Unknown Birthweight,21
2012,Medi-Cal,Managed Care,Birthweight Range,Low Birthweight,7042
2012,Medi-Cal,Managed Care,Birthweight Range,Normal Birthweight,93861
2012,Medi-Cal,Managed Care,Birthweight Range,Unknown Birthweight,13
2012,Non-Medi-Cal,Other Coverage,Birthweight Range,Low Birthweight,3260
2012,Non-Medi-Cal,Other Coverage,Birthweight Range,Normal Birthweight,38419
2012,Non-Medi-Cal,Other Coverage,Birthweight Range,Unknown Birthweight,10
2012,Non-Medi-Cal,Private Insurance,Birthweight Range,Low Birthweight,13811
2012,Non-Medi-Cal,Private Insurance,Birthweight Range,Normal Birthweight,191906
2012,Non-Medi-Cal,Private Insurance,Birthweight Range,Unknown Birthweight,22
2012,Medi-Cal,Fee-for-Service,Diabetes Status,Diabetes Diagnosis,15320
2012,Medi-Cal,Fee-for-Service,Diabetes Status,No Diabetes Diagnosis,132310
2012,Medi-Cal,Fee-for-Service,Diabetes Status,Unknown Diabetes Status,265
2012,Medi-Cal,Managed Care,Diabetes Status,Diabetes Diagnosis,8024
2012,Medi-Cal,Managed Care,Diabetes Status,No Diabetes Diagnosis,92412
2012,Medi-Cal,Managed Care,Diabetes Status,Unknown Diabetes Status,480
2012,Non-Medi-Cal,Other Coverage,Diabetes Status,Diabetes Diagnosis,2785
2012,Non-Medi-Cal,Other Coverage,Diabetes Status,No Diabetes Diagnosis,30045
2012,Non-Medi-Cal,Other Coverage,Diabetes Status,Unknown Diabetes Status,8859
2012,Non-Medi-Cal,Private Insurance,Diabetes Status,Diabetes Diagnosis,22620
2012,Non-Medi-Cal,Private Insurance,Diabetes Status,No Diabetes Diagnosis,179548
2012,Non-Medi-Cal,Private Insurance,Diabetes Status,Unknown Diabetes Status,3571
2012,Medi-Cal,Fee-for-Service,Hypertension Status,Hypertension Diagnosis,10883
2012,Medi-Cal,Fee-for-Service,Hypertension Status,No Hypertension Diagnosis,136747
2012,Medi-Cal,Fee-for-Service,Hypertension Status,Unknown Hypertension Status,265
2012,Medi-Cal,Managed Care,Hypertension Status,Hypertension Diagnosis,8139
2012,Medi-Cal,Managed Care,Hypertension Status,No Hypertension Diagnosis,92297
2012,Medi-Cal,Managed Care,Hypertension Status,Unknown Hypertension Status,480
2012,Non-Medi-Cal,Other Coverage,Hypertension Status,Hypertension Diagnosis,2207
2012,Non-Medi-Cal,Other Coverage,Hypertension Status,No Hypertension Diagnosis,30623
2012,Non-Medi-Cal,Other Coverage,Hypertension Status,Unknown Hypertension Status,8859
2012,Non-Medi-Cal,Private Insurance,Hypertension Status,Hypertension Diagnosis,15833
2012,Non-Medi-Cal,Private Insurance,Hypertension Status,No Hypertension Diagnosis,186335
2012,Non-Medi-Cal,Private Insurance,Hypertension Status,Unknown Hypertension Status,3571
2012,Medi-Cal,Fee-for-Service,Length of Gestation,Normal Gestation (>=37 Weeks),130327
2012,Medi-Cal,Fee-for-Service,Length of Gestation,Preterm Delivery (<37 Weeks),13826
2012,Medi-Cal,Fee-for-Service,Length of Gestation,Unknown Gestation,3742
2012,Medi-Cal,Managed Care,Length of Gestation,Normal Gestation (>=37 Weeks),87080
2012,Medi-Cal,Managed Care,Length of Gestation,Preterm Delivery (<37 Weeks),10428
2012,Medi-Cal,Managed Care,Length of Gestation,Unknown Gestation,3408
2012,Non-Medi-Cal,Other Coverage,Length of Gestation,Normal Gestation (>=37 Weeks),36189
2012,Non-Medi-Cal,Other Coverage,Length of Gestation,Preterm Delivery (<37 Weeks),4410
2012,Non-Medi-Cal,Other Coverage,Length of Gestation,Unknown Gestation,1090
2012,Non-Medi-Cal,Private Insurance,Length of Gestation,Normal Gestation (>=37 Weeks),183974
2012,Non-Medi-Cal,Private Insurance,Length of Gestation,Preterm Delivery (<37 Weeks),17976
2012,Non-Medi-Cal,Private Insurance,Length of Gestation,Unknown Gestation,3789
2012,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 17 and Younger,3771
2012,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 18-19,9501
2012,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 20-24,40543
2012,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 25-29,43055
2012,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 30-34,30683
2012,Medi-Cal,Fee-for-Service,Maternal Age Group,Ages 35 and Older,20342
2012,Medi-Cal,Fee-for-Service,Maternal Age Group,Invalid Age,0
2012,Medi-Cal,Managed Care,Maternal Age Group,Ages 17 and Younger,4547
2012,Medi-Cal,Managed Care,Maternal Age Group,Ages 18-19,11086
2012,Medi-Cal,Managed Care,Maternal Age Group,Ages 20-24,35149
2012,Medi-Cal,Managed Care,Maternal Age Group,Ages 25-29,25552
2012,Medi-Cal,Managed Care,Maternal Age Group,Ages 30-34,15523
2012,Medi-Cal,Managed Care,Maternal Age Group,Ages 35 and Older,9059
2012,Medi-Cal,Managed Care,Maternal Age Group,Invalid Age,0
2012,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 17 and Younger,1159
2012,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 18-19,1775
2012,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 20-24,8339
2012,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 25-29,11641
2012,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 30-34,11177
2012,Non-Medi-Cal,Other Coverage,Maternal Age Group,Ages 35 and Older,7587
2012,Non-Medi-Cal,Other Coverage,Maternal Age Group,Invalid Age,11
2012,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 17 and Younger,1094
2012,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 18-19,1928
2012,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 20-24,15737
2012,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 25-29,51597
2012,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 30-34,77488
2012,Non-Medi-Cal,Private Insurance,Maternal Age Group,Ages 35 and Older,57894
2012,Non-Medi-Cal,Private Insurance,Maternal Age Group,Invalid Age,1
2012,Medi-Cal,Fee-for-Service,Maternal Education Status,Bachelor's Degree or Higher,9165
2012,Medi-Cal,Fee-for-Service,Maternal Education Status,High School Graduate,45336
2012,Medi-Cal,Fee-for-Service,Maternal Education Status,Less Than High School,54263
2012,Medi-Cal,Fee-for-Service,Maternal Education Status,Some College or Associate's Degree,32621
2012,Medi-Cal,Fee-for-Service,Maternal Education Status,Unknown Education,6510
2012,Medi-Cal,Managed Care,Maternal Education Status,Bachelor's Degree or Higher,3504
