Calendar Year,Payer ,Length of Gestation,Grouper,Birth Characteristic, Number of Births 
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 35 and Older,22880
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Invalid Age,0
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,8314
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,High School Graduate,72927
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,90086
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,42884
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,7197
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,112028
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,109308
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,72
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,14994
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,936
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,12035
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1019
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,155854
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,2679
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,3336
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,White,30555
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,First-Born,80531
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,One Previous Birth,63382
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Two or More Previous Births,77388
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Unknown Parity,107
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Normal Weight,88638
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,106198
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Underweight,7701
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Unknown Weight,18871
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Multiple Birth,2247
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Singleton Birth,219161
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Non-Smoker,209631
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Smoker,7144
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Unknown Smoking Status,4633
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Non-Substance User,218285
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Substance User,3123
2009,Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Unknown Substance Use Status,0
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Diabetes Diagnosis,2767
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,No Diabetes Diagnosis,24133
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Unknown Diabetes Status,0
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Hypertension Diagnosis,4004
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,No Hypertension Diagnosis,22896
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Unknown Hypertension Status,0
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 17 and Younger,1363
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 18-19,2617
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 20-24,7796
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 25-29,6665
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 30-34,4814
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 35 and Older,3645
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Invalid Age,0
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,917
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,High School Graduate,8668
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Less Than High School,11330
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Some College or Associate's Degree,5103
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Unknown Education,882
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Foreign-Born,12510
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,U.S.-Born,14376
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Unknown Nativity,14
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,African-American,2646
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,121
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Asian,1457
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,134
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hispanic,18314
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,334
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,429
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,White,3465
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,First-Born,8467
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,One Previous Birth,7179
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Two or More Previous Births,11228
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Unknown Parity,26
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Normal Weight,9873
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,11824
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Underweight,1044
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Unknown Weight,4159
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Multiple Birth,3229
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Singleton Birth,23671
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Non-Smoker,25045
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Smoker,1118
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Unknown Smoking Status,737
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Non-Substance User,26129
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Substance User,771
2009,Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Unknown Substance Use Status,0
2009,Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,567
2009,Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,7788
2009,Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,0
2009,Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,613
2009,Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,7742
2009,Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,0
2009,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,442
2009,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,941
2009,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,2778
2009,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,2219
2009,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,1243
2009,Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,732
2009,Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,0
2009,Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,226
2009,Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,2816
2009,Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,3288
2009,Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,1634
2009,Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,391
2009,Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,3188
2009,Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,5151
2009,Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,16
2009,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,770
2009,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,70
2009,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,408
2009,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,56
2009,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,5328
2009,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,123
2009,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,158
2009,Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,1442
2009,Medi-Cal,Unknown Gestation,Parity Status,First-Born,2653
2009,Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,2447
2009,Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,3180
2009,Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,75
2009,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,2809
2009,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,3395
2009,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,263
2009,Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,1888
2009,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,203
2009,Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,8152
2009,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,7376
2009,Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,476
2009,Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,503
2009,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,8028
2009,Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,327
2009,Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,0
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Diabetes Diagnosis,17049
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,No Diabetes Diagnosis,190036
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Unknown Diabetes Status,23241
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Hypertension Diagnosis,12045
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,No Hypertension Diagnosis,195040
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Unknown Hypertension Status,23241
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 17 and Younger,3639
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 18-19,5177
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 20-24,27572
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 25-29,62984
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 30-34,75034
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 35 and Older,55913
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Invalid Age,7
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,100626
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,High School Graduate,42809
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,19017
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,59445
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,8429
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,84707
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,145525
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,94
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,8175
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,679
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,43062
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,990
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,76778
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,5204
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,4969
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,White,90469
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,First-Born,99434
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,One Previous Birth,78568
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Two or More Previous Births,52229
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Parity Status,Unknown Parity,95
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Normal Weight,109678
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,75992
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Underweight,8338
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Pre-Pregnancy Weight,Unknown Weight,36318
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Multiple Birth,4449
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Single/Multiple Birth,Singleton Birth,225877
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Non-Smoker,202964
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Maternal Smoker,2038
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Smoking Status,Unknown Smoking Status,25324
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Non-Substance User,206297
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Maternal Substance User,788
2009,Non-Medi-Cal,Normal Gestation (>=37 Weeks),Substance Use Status,Unknown Substance Use Status,23241
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Diabetes Diagnosis,2837
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,No Diabetes Diagnosis,19423
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Diabetes Status,Unknown Diabetes Status,3460
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Hypertension Diagnosis,4239
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,No Hypertension Diagnosis,18021
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Hypertension Status,Unknown Hypertension Status,3460
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 17 and Younger,539
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 18-19,641
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 20-24,2839
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 25-29,5921
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 30-34,7657
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Ages 35 and Older,8115
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Age Group,Invalid Age,8
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,10322
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,High School Graduate,4848
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Less Than High School,2608
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Some College or Associate's Degree,6720
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Education Status,Unknown Education,1222
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Foreign-Born,9265
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,U.S.-Born,16430
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Nativity,Unknown Nativity,25
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,African-American,1361
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,92
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Asian,4557
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,143
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Hispanic,8959
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,817
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,Two or More Race Categories,574
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Maternal Race/Ethnicity,White,9217
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,First-Born,9936
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,One Previous Birth,8414
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Two or More Previous Births,7349
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Parity Status,Unknown Parity,21
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Normal Weight,9590
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,7852
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Underweight,805
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Pre-Pregnancy Weight,Unknown Weight,7473
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Multiple Birth,6143
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Single/Multiple Birth,Singleton Birth,19577
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Non-Smoker,21687
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Maternal Smoker,285
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Smoking Status,Unknown Smoking Status,3748
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Non-Substance User,22088
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Maternal Substance User,172
2009,Non-Medi-Cal,Preterm Delivery (<37 Weeks),Substance Use Status,Unknown Substance Use Status,3460
2009,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Diabetes Diagnosis,768
2009,Non-Medi-Cal,Unknown Gestation,Diabetes Status,No Diabetes Diagnosis,7163
2009,Non-Medi-Cal,Unknown Gestation,Diabetes Status,Unknown Diabetes Status,819
2009,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Hypertension Diagnosis,655
2009,Non-Medi-Cal,Unknown Gestation,Hypertension Status,No Hypertension Diagnosis,7276
2009,Non-Medi-Cal,Unknown Gestation,Hypertension Status,Unknown Hypertension Status,819
2009,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 17 and Younger,236
2009,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 18-19,279
2009,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 20-24,1305
2009,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 25-29,2534
2009,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 30-34,2477
2009,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Ages 35 and Older,1901
2009,Non-Medi-Cal,Unknown Gestation,Maternal Age Group,Invalid Age,18
2009,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Bachelor's Degree or Higher,2690
2009,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,High School Graduate,2204
2009,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Less Than High School,897
2009,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Some College or Associate's Degree,2200
2009,Non-Medi-Cal,Unknown Gestation,Maternal Education Status,Unknown Education,759
2009,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Foreign-Born,2676
2009,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,U.S.-Born,6044
2009,Non-Medi-Cal,Unknown Gestation,Maternal Nativity,Unknown Nativity,30
2009,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,African-American,402
2009,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,American Indian/Alaska Native,27
2009,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Asian,1053
2009,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hawaiian/Pacific Islander,45
2009,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Hispanic,3427
2009,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Other/Unknown Race,512
2009,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,Two or More Race Categories,191
2009,Non-Medi-Cal,Unknown Gestation,Maternal Race/Ethnicity,White,3093
2009,Non-Medi-Cal,Unknown Gestation,Parity Status,First-Born,2992
2009,Non-Medi-Cal,Unknown Gestation,Parity Status,One Previous Birth,2832
2009,Non-Medi-Cal,Unknown Gestation,Parity Status,Two or More Previous Births,2562
2009,Non-Medi-Cal,Unknown Gestation,Parity Status,Unknown Parity,364
2009,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Normal Weight,3047
2009,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Overweight/Obese/Extremely Obese,2675
2009,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Underweight,240
2009,Non-Medi-Cal,Unknown Gestation,Pre-Pregnancy Weight,Unknown Weight,2788
2009,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Multiple Birth,417
2009,Non-Medi-Cal,Unknown Gestation,Single/Multiple Birth,Singleton Birth,8333
2009,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Non-Smoker,7306
2009,Non-Medi-Cal,Unknown Gestation,Smoking Status,Maternal Smoker,145
2009,Non-Medi-Cal,Unknown Gestation,Smoking Status,Unknown Smoking Status,1299
2009,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Non-Substance User,7798
2009,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Maternal Substance User,133
2009,Non-Medi-Cal,Unknown Gestation,Substance Use Status,Unknown Substance Use Status,819
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Diabetes Diagnosis,16438
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,No Diabetes Diagnosis,205513
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Diabetes Status,Unknown Diabetes Status,451
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Hypertension Diagnosis,13574
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,No Hypertension Diagnosis,208377
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Hypertension Status,Unknown Hypertension Status,451
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 17 and Younger,8755
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 18-19,21609
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 20-24,69878
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 25-29,60157
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 30-34,38168
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Ages 35 and Older,23835
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Age Group,Invalid Age,0
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Bachelor's Degree or Higher,9553
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,High School Graduate,72984
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Less Than High School,85207
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Some College or Associate's Degree,47536
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Education Status,Unknown Education,7122
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Foreign-Born,107011
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,U.S.-Born,115327
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Nativity,Unknown Nativity,64
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,African-American,15304
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,American Indian/Alaska Native,947
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Asian,12224
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hawaiian/Pacific Islander,1014
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Hispanic,154030
2010,Medi-Cal,Normal Gestation (>=37 Weeks),Maternal Race/Ethnicity,Other/Unknown Race,2641
